"","plot","tag","spp","date","year","jday","dend","refdend","refdbh","refcheck","dend.num","dend.meas","DBH"
"1501","D1",531,"bo","2014-05-25",2014,145,36.54,NA,NA,TRUE,2,36.54,34.45
"1502","D1",532,"ro","2014-05-25",2014,145,106.63,NA,NA,TRUE,4,18.55,NA
"1503","D1",540,"rm","2014-05-25",2014,145,30.54,NA,NA,TRUE,2,30.54,12.4
"1504","D1",544,"ro","2014-05-25",2014,145,36.09,NA,NA,TRUE,2,36.09,34.1
"1505","D1",545,"rm","2014-05-25",2014,145,44.39,NA,NA,TRUE,2,44.39,15.1
"1506","D2",288,"hem","2014-05-25",2014,145,100.32,NA,NA,TRUE,4,22.08,NA
"1507","D2",587,"ro","2014-05-25",2014,145,84.61,NA,NA,TRUE,5,50.88,NA
"1508","D2",588,"ro","2014-05-25",2014,145,106.25,NA,NA,TRUE,3,106.25,42.2
"1509","D2",588,"ro","2014-05-25",2014,145,106.25,NA,NA,TRUE,4,29.7,42.2
"1510","D3",265,"beech","2014-05-25",2014,145,72.23,NA,NA,TRUE,3,26.05,NA
"1511","D3",606,"rm","2014-05-25",2014,145,91.07,NA,NA,TRUE,3,23.26,NA
"1512","D3",611,"rm","2014-05-25",2014,145,45.11,NA,NA,TRUE,2,45.11,22.25
"1513","D4",639,"bo","2014-05-25",2014,145,102.45,NA,NA,TRUE,3,102.45,30.55
"1514","D4",640,"rm","2014-05-25",2014,145,60.77,NA,NA,TRUE,2,60.77,28.2
"1515","D4",643,"cherry","2014-05-25",2014,145,110.06,NA,NA,TRUE,1,110.06,43.6
"1516","D4",803,"rm","2014-05-25",2014,145,NA,8.54,10,FALSE,NA,NA,NA
"1517","D4",804,"rm","2014-05-25",2014,145,NA,17.45,10.4,FALSE,NA,NA,NA
"1518","D5",208,"beech","2014-05-25",2014,145,75.75,NA,NA,TRUE,2,24.77,NA
"1519","D5",261,"hem","2014-05-25",2014,145,65.21,NA,NA,TRUE,1,65.21,12.75
"1520","D5",261,"hem","2014-05-25",2014,145,65.21,NA,NA,TRUE,2,5.49,12.75
"1521","D5",654,"ro","2014-05-25",2014,145,76.84,NA,NA,TRUE,2,8.92,NA
"1522","D5",835,"hem","2014-05-25",2014,145,43.3,NA,NA,TRUE,1,43.3,12
"1523","E1",209,"hem","2014-05-25",2014,145,54.06,NA,NA,TRUE,1,54.06,12.2
"1524","E1",209,"hem","2014-05-25",2014,145,54.06,NA,NA,TRUE,2,21.11,12.2
"1525","E1",677,"hem","2014-05-25",2014,145,77.68,NA,NA,TRUE,2,77.68,29.7
"1526","E1",679,"rm","2014-05-25",2014,145,107.83,NA,NA,TRUE,1,107.83,46.3
"1527","E1",683,"rm","2014-05-25",2014,145,65.14,NA,NA,TRUE,3,65.14,39.1
"1528","E1",686,"rm","2014-05-25",2014,145,100.92,NA,NA,TRUE,2,100.92,45
"1529","E1",727,"yb","2014-05-25",2014,145,66.04,NA,NA,TRUE,1,66.04,12.6
"1530","E1",727,"yb","2014-05-25",2014,145,66.04,NA,NA,TRUE,2,21.14,12.6
"1531","E1",806,"hem","2014-05-25",2014,145,NA,19.91,10.2,FALSE,NA,NA,NA
"1532","E1",836,"hem","2014-05-25",2014,145,28.64,NA,NA,TRUE,1,28.64,11.8
"1533","E2",702,"rp","2014-05-25",2014,145,40.04,NA,NA,TRUE,2,40.04,42.3
"1534","E2",720,"rm","2014-05-25",2014,145,68.96,NA,NA,TRUE,1,68.96,14.1
"1535","E3",723,"hem","2014-05-25",2014,145,66.74,NA,NA,TRUE,1,66.74,13.1
"1536","E3",753,"ro","2014-05-25",2014,145,38.74,NA,NA,TRUE,3,38.74,49.9
"1537","E3",760,"ro","2014-05-25",2014,145,35.54,NA,NA,TRUE,2,35.54,28.4
"1538","E3",761,"ro","2014-05-25",2014,145,39.82,NA,NA,TRUE,2,39.82,36.4
"1539","E3",763,"ro","2014-05-25",2014,145,53.39,NA,NA,TRUE,2,53.39,41.9
"1540","E3",764,"ro","2014-05-25",2014,145,83.05,NA,NA,TRUE,3,9.16,NA
"1541","E3",765,"ro","2014-05-25",2014,145,24.1,NA,NA,TRUE,2,24.1,31.9
"1542","E3",766,"ro","2014-05-25",2014,145,46.26,NA,NA,TRUE,2,46.26,41.9
"1543","E3",767,"rm","2014-05-25",2014,145,31.37,NA,NA,TRUE,1,31.37,16.7
"1544","E3",769,"ro","2014-05-25",2014,145,117.53,NA,NA,TRUE,3,12.01,NA
"1545","E3",811,"hem","2014-05-25",2014,145,NA,20.61,10.4,FALSE,NA,NA,NA
"1546","E3",812,"hem","2014-05-25",2014,145,NA,24.67,10.2,FALSE,NA,NA,NA
"1547","E3",813,"hem","2014-05-25",2014,145,NA,15.22,10.2,FALSE,NA,NA,NA
"1548","E4",811,"rm","2014-05-25",2014,145,29.36,NA,NA,TRUE,2,29.36,16.2
"1549","E4",821,"rm","2014-05-25",2014,145,48.61,NA,NA,TRUE,2,48.61,29
"1550","E4",824,"ws","2014-05-25",2014,145,29.39,NA,NA,TRUE,1,29.39,19.3
"1551","E4",830,"ro","2014-05-25",2014,145,44.03,NA,NA,TRUE,3,44.03,34.5
"1552","E4",843,"rm","2014-05-25",2014,145,32.19,NA,NA,TRUE,2,32.19,22
"1553","E4",843,"rm","2014-05-25",2014,145,32.19,NA,NA,TRUE,3,10.96,22
"1554","E4",853,"ro","2014-05-25",2014,145,137.22,NA,NA,TRUE,3,26.14,NA
"1555","E4",854,"hem","2014-05-25",2014,145,47.92,NA,NA,TRUE,2,47.92,17.6
"1556","E4",856,"ws","2014-05-25",2014,145,29.13,NA,NA,TRUE,1,29.13,18.7
"1557","E5",878,"hem","2014-05-25",2014,145,36.05,NA,NA,TRUE,2,36.05,47.3
"1558","E5",889,"hem","2014-05-25",2014,145,115.25,NA,NA,TRUE,3,3.54,NA
"1559","E5",905,"hem","2014-05-25",2014,145,116.12,NA,NA,TRUE,1,116.12,23.1
"1560","E5",905,"hem","2014-05-25",2014,145,116.12,NA,NA,TRUE,2,15.23,23.1
"1561","E5",908,"rm","2014-05-25",2014,145,53.52,NA,NA,TRUE,2,53.52,29.4
"1562","E5",911,"hem","2014-05-25",2014,145,122.75,NA,NA,TRUE,2,7.41,NA
"1563","F1",202,"hem","2014-05-25",2014,145,82.82,NA,NA,TRUE,2,24.29,NA
"1564","F1",210,"hem","2014-05-25",2014,145,48.06,NA,NA,TRUE,1,48.06,11.5
"1565","F1",235,"hem","2014-05-25",2014,145,51.8,NA,NA,TRUE,2,5.33,NA
"1566","F1",808,"hem","2014-05-25",2014,145,NA,16.92,10,FALSE,NA,NA,NA
"1567","F2",982,"rm","2014-05-25",2014,145,109.65,NA,NA,TRUE,3,31.44,NA
"1568","F2",985,"yb","2014-05-25",2014,145,67.29,NA,NA,TRUE,1,67.29,17
"1569","F2",988,"bb","2014-05-25",2014,145,120.09,NA,NA,TRUE,2,15.04,NA
"1570","F2",991,"ro","2014-05-25",2014,145,47.25,NA,NA,TRUE,3,47.25,47.9
"1571","F2",993,"bb","2014-05-25",2014,145,71.08,NA,NA,TRUE,1,71.08,15.6
"1572","F2",993,"bb","2014-05-25",2014,145,71.08,NA,NA,TRUE,2,17.62,15.6
"1573","F3",2,"hem","2014-05-25",2014,145,31.43,NA,NA,TRUE,3,31.43,22.9
"1574","F3",4,"hem","2014-05-25",2014,145,13.35,NA,NA,TRUE,2,13.35,16.1
"1575","F3",8,"ro","2014-05-25",2014,145,113.55,NA,NA,TRUE,6,27.48,NA
"1576","F3",9,"rm","2014-05-25",2014,145,34.43,NA,NA,TRUE,2,34.43,29
"1577","F3",12,"hem","2014-05-25",2014,145,128.64,NA,NA,TRUE,5,59.05,NA
"1578","F3",535,"hem","2014-05-25",2014,145,101.65,NA,NA,TRUE,2,21.67,NA
"1579","F3",737,"hem","2014-05-25",2014,145,36.66,NA,NA,TRUE,2,36.66,15.7
"1580","F4",35,"ro","2014-05-25",2014,145,56.1,NA,NA,TRUE,3,56.1,34.8
"1581","F4",35,"ro","2014-05-25",2014,145,56.1,NA,NA,TRUE,4,15.61,34.8
"1582","F4",36,"ro","2014-05-25",2014,145,32.06,NA,NA,TRUE,2,141.9,NA
"1583","F4",50,"ro","2014-05-25",2014,145,41,NA,NA,TRUE,2,41,29.7
"1584","F4",51,"ro","2014-05-25",2014,145,34.24,NA,NA,TRUE,2,34.24,28.6
"1585","F4",55,"bb","2014-05-25",2014,145,41,NA,NA,TRUE,2,41,24.9
"1586","F4",73,"wp","2014-05-25",2014,145,100.42,NA,NA,TRUE,4,30.46,NA
"1587","F4",735,"ash","2014-05-25",2014,145,136.62,NA,NA,TRUE,2,26.51,NA
"1588","F5",81,"ro","2014-05-25",2014,145,50.68,NA,NA,TRUE,2,50.68,28.8
"1589","F5",99,"hem","2014-05-25",2014,145,91.37,NA,NA,TRUE,2,91.37,29.9
"1590","F5",117,"wp","2014-05-25",2014,145,147.28,NA,NA,TRUE,4,51.09,NA
"1591","F5",119,"rm","2014-05-25",2014,145,16.34,NA,NA,TRUE,1,16.34,14.7
"1592","F5",126,"rm","2014-05-25",2014,145,28.48,NA,NA,TRUE,1,28.48,17.5
"1593","F5",127,"rm","2014-05-25",2014,145,37.05,NA,NA,TRUE,1,37.05,12
"1594","G1",153,"rm","2014-05-25",2014,145,50.9,NA,NA,TRUE,2,50.9,16.6
"1595","G1",168,"rp","2014-05-25",2014,145,111.67,NA,NA,TRUE,2,5.8,NA
"1596","G1",176,"rm","2014-05-25",2014,145,108.68,NA,NA,TRUE,2,108.68,19.8
"1597","G1",211,"beech","2014-05-25",2014,145,59.87,NA,NA,TRUE,1,59.87,12.4
"1598","G1",809,"hem","2014-05-25",2014,145,NA,41.66,11.1,FALSE,NA,NA,NA
"1599","G2",204,"hem","2014-05-25",2014,145,122.86,NA,NA,TRUE,2,21.87,NA
"1600","G2",207,"hem","2014-05-25",2014,145,36.26,NA,NA,TRUE,2,36.26,37.5
"1601","G2",210,"hem","2014-05-25",2014,145,100.13,NA,NA,TRUE,3,6.95,NA
"1602","G2",211,"ro","2014-05-25",2014,145,60.02,NA,NA,TRUE,2,60.02,31.4
"1603","G2",214,"hem","2014-05-25",2014,145,126.44,NA,NA,TRUE,2,50.37,NA
"1604","G2",224,"hem","2014-05-25",2014,145,34.86,NA,NA,TRUE,2,34.86,46.95
"1605","G5",90,"bb","2014-05-25",2014,145,69.44,NA,NA,TRUE,1,69.44,13.1
"1606","G5",267,"hem","2014-05-25",2014,145,48.66,NA,NA,TRUE,3,48.66,16.5
"1607","G5",271,"bb","2014-05-25",2014,145,114.82,NA,NA,TRUE,2,18.18,NA
"1608","G5",272,"hem","2014-05-25",2014,145,83.01,NA,NA,TRUE,2,9.04,NA
"1609","G5",273,"hem","2014-05-25",2014,145,61.16,NA,NA,TRUE,3,61.16,23.4
"1610","G5",275,"rm","2014-05-25",2014,145,46,NA,NA,TRUE,1,46,17
"1611","G5",279,"ro","2014-05-25",2014,145,42.48,NA,NA,TRUE,2,42.48,41.5
"1612","G5",290,"hem","2014-05-25",2014,145,22.89,NA,NA,TRUE,3,22.89,15.1
"1613","G5",293,"hem","2014-05-25",2014,145,117.58,NA,NA,TRUE,2,17.34,NA
"1614","G5",295,"ro","2014-05-25",2014,145,114.8,NA,NA,TRUE,2,10.4,NA
"1615","G5",589,"hem","2014-05-25",2014,145,58.27,NA,NA,TRUE,1,58.27,12.8
"1616","G5",597,"bb","2014-05-25",2014,145,82.1,NA,NA,TRUE,2,14.62,NA
"1617","G5",739,"hem","2014-05-25",2014,145,78.58,NA,NA,TRUE,2,13.08,NA
"1618","G5",751,"hem","2014-05-25",2014,145,29.05,NA,NA,TRUE,1,29.05,11.4
"1619","G5",752,"rm","2014-05-25",2014,145,33.54,NA,NA,TRUE,1,33.54,11.1
"1620","H1",117,"hem","2014-05-25",2014,145,86.84,NA,NA,TRUE,2,18.82,NA
"1621","H1",303,"wp","2014-05-25",2014,145,36.54,NA,NA,TRUE,2,9.71,NA
"1622","H1",305,"ro","2014-05-25",2014,145,51.56,NA,NA,TRUE,2,51.56,52.7
"1623","H1",309,"ro","2014-05-25",2014,145,41.02,NA,NA,TRUE,2,41.02,37.8
"1624","H1",313,"wp","2014-05-25",2014,145,97.1,NA,NA,TRUE,3,30.78,NA
"1625","H1",314,"hem","2014-05-25",2014,145,40.94,NA,NA,TRUE,1,137.27,50.6
"1626","H1",314,"hem","2014-05-25",2014,145,40.94,NA,NA,TRUE,2,40.94,50.6
"1627","H1",317,"rm","2014-05-25",2014,145,145.49,NA,NA,TRUE,2,25.79,NA
"1628","H1",318,"rm","2014-05-25",2014,145,95.54,NA,NA,TRUE,2,95.54,23.5
"1629","H1",321,"rm","2014-05-25",2014,145,30.61,NA,NA,TRUE,2,30.61,27.9
"1630","H1",807,"hem","2014-05-25",2014,145,NA,8.96,10.1,FALSE,NA,NA,NA
"1631","H2",334,"hem","2014-05-25",2014,145,123.92,NA,NA,TRUE,2,15.81,NA
"1632","H2",336,"ro","2014-05-25",2014,145,126.38,NA,NA,TRUE,2,14.07,NA
"1633","H2",343,"yb","2014-05-25",2014,145,114.43,NA,NA,TRUE,2,16.23,NA
"1634","H2",348,"rm","2014-05-25",2014,145,46.64,NA,NA,TRUE,2,46.64,27.2
"1635","H5",385,"hem","2014-05-25",2014,145,22.28,NA,NA,TRUE,2,22.28,30.6
"1636","H5",388,"hem","2014-05-25",2014,145,133.78,NA,NA,TRUE,2,42.79,NA
"1637","H5",396,"ro","2014-05-25",2014,145,28.98,NA,NA,TRUE,2,28.98,64.4
"1638","H5",400,"hem","2014-05-25",2014,145,28.91,NA,NA,TRUE,2,28.91,14.5
"1639","H5",402,"ro","2014-05-25",2014,145,115.34,NA,NA,TRUE,2,15.85,NA
"1640","H5",405,"hem","2014-05-25",2014,145,119.71,NA,NA,TRUE,2,16.66,NA
"1641","H5",743,"hem","2014-05-25",2014,145,13.9,NA,NA,TRUE,1,13.9,10.7
"1642","H5",810,"hem","2014-05-25",2014,145,NA,28.47,10.7,FALSE,NA,NA,NA
"1643","A2",26,"bo","2014-06-10",2014,161,125.59,NA,NA,FALSE,2,44.69,NA
"1644","A3",52,"beech","2014-06-10",2014,161,80,NA,NA,FALSE,2,6.57,NA
"1645","A3",57,"ro","2014-06-10",2014,161,53.35,NA,NA,FALSE,2,59.03,NA
"1646","B1",153,"ro","2014-06-10",2014,161,89.75,NA,NA,FALSE,3,36.32,NA
"1647","B3",201,"ro","2014-06-10",2014,161,125.05,NA,NA,FALSE,4,24.58,NA
"1648","B3",210,"ro","2014-06-10",2014,161,104.15,NA,NA,FALSE,3,30.91,NA
"1649","B3",228,"bo","2014-06-10",2014,161,142.75,NA,NA,FALSE,4,39.24,NA
"1650","B4",253,"rm","2014-06-10",2014,161,52.4,NA,NA,FALSE,2,9.89,NA
"1651","B4",272,"rm","2014-06-10",2014,161,119.19,NA,NA,FALSE,2,11.35,NA
"1652","B4",277,"ro","2014-06-10",2014,161,117.04,NA,NA,FALSE,3,16,NA
"1653","C1",214,"bb","2014-06-10",2014,161,71.07,NA,NA,FALSE,2,30,NA
"1654","C1",217,"hem","2014-06-10",2014,161,51.36,NA,NA,FALSE,1,118.7,NA
"1655","C1",351,"hem","2014-06-10",2014,161,99.68,NA,NA,FALSE,3,73.13,NA
"1656","C1",351,"hem","2014-06-10",2014,161,99.68,NA,NA,FALSE,5,38.24,NA
"1657","C1",353,"ro","2014-06-10",2014,161,118.85,NA,NA,FALSE,2,18.01,NA
"1658","C1",355,"yb","2014-06-10",2014,161,76.17,NA,NA,FALSE,2,7.41,NA
"1659","C1",361,"ro","2014-06-10",2014,161,103.39,NA,NA,FALSE,3,43.99,NA
"1660","C2",386,"ro","2014-06-10",2014,161,111.66,NA,NA,FALSE,3,27.32,NA
"1661","C2",388,"beech","2014-06-10",2014,161,27.19,NA,NA,FALSE,2,95.37,NA
"1662","C3",411,"rm","2014-06-10",2014,161,118.34,NA,NA,FALSE,2,9.79,NA
"1663","C3",414,"yb","2014-06-10",2014,161,84.4,NA,NA,FALSE,2,21.49,NA
"1664","C3",425,"ash","2014-06-10",2014,161,66.44,NA,NA,FALSE,2,16.82,NA
"1665","C3",729,"yb","2014-06-10",2014,161,121.22,NA,NA,FALSE,2,40.87,NA
"1666","C4",484,"beech","2014-06-10",2014,161,75.24,NA,NA,FALSE,2,19.34,NA
"1667","C5",501,"bo","2014-06-10",2014,161,107.21,NA,NA,FALSE,3,26.01,NA
"1668","D1",532,"ro","2014-06-10",2014,161,109.22,NA,NA,FALSE,4,22.3,NA
"1669","D2",288,"hem","2014-06-10",2014,161,108,NA,NA,FALSE,4,30.26,NA
"1670","D2",587,"ro","2014-06-10",2014,161,88.31,NA,NA,FALSE,5,53.353,NA
"1671","D2",588,"ro","2014-06-10",2014,161,109.91,NA,NA,FALSE,4,31.34,NA
"1672","D3",265,"beech","2014-06-10",2014,161,74.73,NA,NA,FALSE,3,28.46,NA
"1673","D3",606,"rm","2014-06-10",2014,161,91.09,NA,NA,FALSE,3,22.95,NA
"1674","D5",208,"beech","2014-06-10",2014,161,80.1,NA,NA,FALSE,2,28.44,NA
"1675","D5",261,"hem","2014-06-10",2014,161,72.38,NA,NA,FALSE,2,7.79,NA
"1676","D5",654,"ro","2014-06-10",2014,161,78.57,NA,NA,FALSE,2,10.1,NA
"1677","E1",209,"hem","2014-06-10",2014,161,58.28,NA,NA,FALSE,2,20.66,NA
"1678","E1",678,"hem","2014-06-10",2014,161,78.1,NA,NA,FALSE,1,78.1,17.2
"1679","E1",727,"yb","2014-06-10",2014,161,66.17,NA,NA,FALSE,2,20.4,NA
"1680","E3",738,"rm","2014-06-10",2014,161,49.89,NA,NA,FALSE,1,49.89,11.9
"1681","E3",738,"rm","2014-06-10",2014,161,49.89,NA,NA,FALSE,2,12.44,11.9
"1682","E3",764,"ro","2014-06-10",2014,161,86.15,NA,NA,FALSE,3,12.99,NA
"1683","E3",769,"ro","2014-06-10",2014,161,122.91,NA,NA,FALSE,3,15.8,NA
"1684","E4",802,"ro","2014-06-10",2014,161,38.02,NA,NA,FALSE,3,38.02,36.025
"1685","E4",803,"ro","2014-06-10",2014,161,91.85,NA,NA,FALSE,1,91.85,24.46
"1686","E4",843,"rm","2014-06-10",2014,161,32.37,NA,NA,FALSE,3,11,NA
"1687","E4",853,"ro","2014-06-10",2014,161,141.48,NA,NA,FALSE,3,31.63,NA
"1688","E5",889,"hem","2014-06-10",2014,161,118.93,NA,NA,FALSE,3,7.11,NA
"1689","E5",899,"wp","2014-06-10",2014,161,35.18,NA,NA,FALSE,2,142.7,NA
"1690","E5",905,"hem","2014-06-10",2014,161,118.68,NA,NA,FALSE,2,16.15,NA
"1691","E5",911,"hem","2014-06-10",2014,161,124.75,NA,NA,FALSE,2,8.28,NA
"1692","F1",202,"hem","2014-06-10",2014,161,86.28,NA,NA,FALSE,2,28.97,NA
"1693","F1",235,"hem","2014-06-10",2014,161,54.49,NA,NA,FALSE,2,6.61,NA
"1694","F2",982,"rm","2014-06-10",2014,161,109.43,NA,NA,FALSE,3,31.3,NA
"1695","F2",988,"bb","2014-06-10",2014,161,120.77,NA,NA,FALSE,2,15.48,NA
"1696","F2",993,"bb","2014-06-10",2014,161,71.5,NA,NA,FALSE,2,17.44,NA
"1697","F3",8,"ro","2014-06-10",2014,161,117.56,NA,NA,FALSE,6,31.26,NA
"1698","F3",12,"hem","2014-06-10",2014,161,135.54,NA,NA,FALSE,5,65.87,NA
"1699","F3",535,"hem","2014-06-10",2014,161,105.31,NA,NA,FALSE,2,25.76,NA
"1700","F4",35,"ro","2014-06-10",2014,161,59.4,NA,NA,FALSE,4,18.19,NA
"1701","F4",36,"ro","2014-06-10",2014,161,35.47,NA,NA,FALSE,2,146.71,NA
"1702","F4",73,"wp","2014-06-10",2014,161,98.22,NA,NA,FALSE,4,32.78,NA
"1703","F4",735,"ash","2014-06-10",2014,161,138.75,NA,NA,FALSE,2,27.19,NA
"1704","F5",117,"wp","2014-06-10",2014,161,57.27,51.09,47.98,FALSE,4,57.27,NA
"1705","G1",168,"rp","2014-06-10",2014,161,111.77,NA,NA,FALSE,2,5.2,NA
"1706","G2",204,"hem","2014-06-10",2014,161,124.92,NA,NA,FALSE,2,23.94,NA
"1707","G2",210,"hem","2014-06-10",2014,161,103.5,NA,NA,FALSE,3,10.06,NA
"1708","G2",214,"hem","2014-06-10",2014,161,128.1,NA,NA,FALSE,2,52.12,NA
"1709","G4",256,"bb","2014-06-10",2014,161,118.25,NA,NA,FALSE,1,118.25,20.65
"1710","G4",256,"bb","2014-06-10",2014,161,118.25,NA,NA,FALSE,2,31.52,20.65
"1711","G5",271,"bb","2014-06-10",2014,161,115.88,NA,NA,FALSE,2,18.83,NA
"1712","G5",272,"hem","2014-06-10",2014,161,85.52,NA,NA,FALSE,1,85.52,16.2
"1713","G5",272,"hem","2014-06-10",2014,161,85.52,NA,NA,FALSE,2,9.82,16.2
"1714","G5",293,"hem","2014-06-10",2014,161,120.51,NA,NA,FALSE,2,21.21,NA
"1715","G5",295,"ro","2014-06-10",2014,161,117.38,NA,NA,FALSE,2,11.52,NA
"1716","G5",597,"bb","2014-06-10",2014,161,82.74,NA,NA,FALSE,2,15.32,NA
"1717","G5",739,"hem","2014-06-10",2014,161,82.01,NA,NA,FALSE,2,15.67,NA
"1718","H1",117,"hem","2014-06-10",2014,161,89.4,NA,NA,FALSE,2,21.07,NA
"1719","H1",303,"wp","2014-06-10",2014,161,36.13,NA,NA,FALSE,2,9.27,NA
"1720","H1",314,"hem","2014-06-10",2014,161,41.74,NA,NA,FALSE,1,141.47,NA
"1721","H1",317,"rm","2014-06-10",2014,161,146.37,NA,NA,FALSE,2,26.4,NA
"1722","H2",334,"hem","2014-06-10",2014,161,126.21,NA,NA,FALSE,2,18.16,NA
"1723","H2",336,"ro","2014-06-10",2014,161,126.73,NA,NA,FALSE,2,16.35,NA
"1724","H2",343,"yb","2014-06-10",2014,161,119.67,NA,NA,FALSE,2,16.41,NA
"1725","H5",388,"hem","2014-06-10",2014,161,136.89,NA,NA,FALSE,2,46.59,NA
"1726","H5",402,"ro","2014-06-10",2014,161,116.28,NA,NA,FALSE,2,17.56,NA
"1727","H5",405,"hem","2014-06-10",2014,161,122.84,NA,NA,FALSE,2,19.35,NA
"1728","A2",26,"bo","2014-08-12",2014,224,127.36,NA,NA,FALSE,2,52.72,NA
"1729","A3",52,"beech","2014-08-12",2014,224,82.92,NA,NA,FALSE,2,9.91,NA
"1730","A3",57,"ro","2014-08-12",2014,224,59.77,NA,NA,FALSE,2,65.12,NA
"1731","B1",153,"ro","2014-08-12",2014,224,94.09,NA,NA,FALSE,3,42.06,NA
"1732","B1",161,"rm","2014-08-12",2014,224,57.68,NA,NA,FALSE,1,57.68,19.3
"1733","B3",201,"ro","2014-08-12",2014,224,133.02,NA,NA,FALSE,4,32.37,NA
"1734","B3",210,"ro","2014-08-12",2014,224,110.22,NA,NA,FALSE,3,36.53,NA
"1735","B3",228,"bo","2014-08-12",2014,224,151.39,NA,NA,FALSE,4,47.81,NA
"1736","B4",253,"rm","2014-08-12",2014,224,54.1,NA,NA,FALSE,2,11.56,NA
"1737","B4",272,"rm","2014-08-12",2014,224,125.41,NA,NA,FALSE,2,15.39,NA
"1738","B4",277,"ro","2014-08-12",2014,224,121.16,NA,NA,FALSE,3,19.91,NA
"1739","C1",214,"bb","2014-08-12",2014,224,75.37,NA,NA,FALSE,2,33.03,NA
"1740","C1",217,"hem","2014-08-12",2014,224,56.55,NA,NA,FALSE,1,123.3,NA
"1741","C1",351,"hem","2014-08-12",2014,224,104.21,NA,NA,FALSE,3,77.99,NA
"1742","C1",351,"hem","2014-08-12",2014,224,104.21,NA,NA,FALSE,5,43.06,NA
"1743","C1",353,"ro","2014-08-12",2014,224,121.42,NA,NA,FALSE,2,20.59,NA
"1744","C1",355,"yb","2014-08-12",2014,224,77.6,NA,NA,FALSE,2,8.2,NA
"1745","C1",361,"ro","2014-08-12",2014,224,110.2,NA,NA,FALSE,3,50.66,NA
"1746","C2",386,"ro","2014-08-12",2014,224,114.65,NA,NA,FALSE,3,30.07,NA
"1747","C2",388,"beech","2014-08-12",2014,224,32.71,NA,NA,FALSE,2,99.66,NA
"1748","C3",207,"hem","2014-08-12",2014,224,89.21,NA,NA,FALSE,2,16.96,NA
"1749","C3",264,"hem","2014-08-12",2014,224,37.82,NA,NA,FALSE,1,96.57,NA
"1750","C3",411,"rm","2014-08-12",2014,224,124.53,NA,NA,FALSE,2,14.85,NA
"1751","C3",414,"yb","2014-08-12",2014,224,85.98,NA,NA,FALSE,2,23.8,NA
"1752","C3",425,"ash","2014-08-12",2014,224,69.49,NA,NA,FALSE,2,18.5,NA
"1753","C3",729,"yb","2014-08-12",2014,224,124.08,NA,NA,FALSE,2,45.83,NA
"1754","C4",484,"beech","2014-08-12",2014,224,77.21,NA,NA,FALSE,2,21.4,NA
"1755","C5",501,"bo","2014-08-12",2014,224,112.91,NA,NA,FALSE,3,31.21,NA
"1756","D1",532,"ro","2014-08-12",2014,224,115.15,NA,NA,FALSE,4,27.97,NA
"1757","D2",288,"hem","2014-08-12",2014,224,113,NA,NA,FALSE,4,37.4,NA
"1758","D2",587,"ro","2014-08-12",2014,224,95.49,NA,NA,FALSE,5,61.09,NA
"1759","D2",588,"ro","2014-08-12",2014,224,106.24,NA,NA,FALSE,4,37.04,NA
"1760","D3",265,"beech","2014-08-12",2014,224,86.7,NA,NA,FALSE,3,36.86,NA
"1761","D3",606,"rm","2014-08-12",2014,224,98.31,NA,NA,FALSE,3,30.62,NA
"1762","D5",208,"beech","2014-08-12",2014,224,86.24,NA,NA,FALSE,2,36.18,NA
"1763","D5",261,"hem","2014-08-12",2014,224,77.75,NA,NA,FALSE,2,11.58,NA
"1764","D5",654,"ro","2014-08-12",2014,224,80.27,NA,NA,FALSE,2,12.13,NA
"1765","E1",209,"hem","2014-08-12",2014,224,60.9,NA,NA,FALSE,2,22.25,NA
"1766","E1",727,"yb","2014-08-12",2014,224,67.06,NA,NA,FALSE,2,17.04,NA
"1767","E3",228,"hem","2014-08-12",2014,224,36.51,NA,NA,FALSE,2,36.51,14.5
"1768","E3",738,"rm","2014-08-12",2014,224,50.12,NA,NA,FALSE,2,12.05,NA
"1769","E3",764,"ro","2014-08-12",2014,224,95.64,NA,NA,FALSE,3,17.34,NA
"1770","E3",769,"ro","2014-08-12",2014,224,128.99,NA,NA,FALSE,3,23.01,NA
"1771","E4",853,"ro","2014-08-12",2014,224,148.52,NA,NA,FALSE,3,39.21,NA
"1772","E5",889,"hem","2014-08-12",2014,224,122.45,NA,NA,FALSE,3,10.94,NA
"1773","E5",899,"wp","2014-08-12",2014,224,43.33,NA,NA,FALSE,2,151.15,NA
"1774","E5",905,"hem","2014-08-12",2014,224,121.83,NA,NA,FALSE,2,18.24,NA
"1775","E5",911,"hem","2014-08-12",2014,224,128.8,NA,NA,FALSE,2,11.72,NA
"1776","F1",202,"hem","2014-08-12",2014,224,91.8,NA,NA,FALSE,2,34.95,NA
"1777","F1",235,"hem","2014-08-12",2014,224,56.88,NA,NA,FALSE,2,8.35,NA
"1778","F2",982,"rm","2014-08-12",2014,224,109.7,NA,NA,FALSE,3,31.8,NA
"1779","F2",993,"bb","2014-08-12",2014,224,73.98,NA,NA,FALSE,2,18.38,NA
"1780","F3",8,"ro","2014-08-12",2014,224,129.86,NA,NA,FALSE,6,46.48,NA
"1781","F3",535,"hem","2014-08-12",2014,224,109.56,NA,NA,FALSE,2,29.22,NA
"1782","F4",35,"ro","2014-08-12",2014,224,68.69,NA,NA,FALSE,4,23.38,NA
"1783","F4",73,"wp","2014-08-12",2014,224,107.32,NA,NA,FALSE,4,41.86,NA
